website_url,platform,industry,tags,platforms,industries,colors,tag_confidence,enrichment_signals,last_enriched_at
https://www.lutgardiscollege.be/,"WordPress, Magento","Education, Technology","school, leerlingen, voor, onze, lutgardiscollege, talen, richting, uren, staan, elkaar","[""WordPress"", ""Magento""]","[""Education"", ""Technology""]","{""primary"": ""#ff9900"", ""secondary"": ""#00008b""}","{""school"": 1.0, ""leerlingen"": 1.0, ""voor"": 0.89, ""onze"": 0.89, ""lutgardiscollege"": 0.66, ""talen"": 0.54, ""richting"": 0.54, ""uren"": 0.54, ""staan"": 0.54, ""elkaar"": 0.54}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {""Education"": 1.0, ""Technology"": 0.3333333333333333}, ""colors"": {""primary"": ""#ff9900"", ""secondary"": ""#00008b""}}",2026-02-04T15:49:50Z
https://agencetrillion.com/,"WordPress, Magento","Real Estate, Technology, Agency","panorama, real, estate, decisions, impacts, decision, when, organization, action, directions","[""WordPress"", ""Magento""]","[""Real Estate"", ""Technology"", ""Agency"", ""Finance""]","{""primary"": ""#ffffff"", ""secondary"": ""#32373c""}","{""panorama"": 1.0, ""real"": 0.84, ""estate"": 0.84, ""decisions"": 0.84, ""impacts"": 0.68, ""decision"": 0.68, ""when"": 0.52, ""organization"": 0.52, ""action"": 0.52, ""directions"": 0.52}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Real Estate"": 1.0, ""Technology"": 0.4, ""Agency"": 0.2, ""Finance"": 0.2}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#32373c""}}",2026-02-04T15:50:00Z
https://craneconsumables.com/,"WordPress, Magento","E-commerce, Portfolio, Healthcare","thermal, also, available, fanfolded, ecoiiner, label, transfer, labels, crane, manufacturing","[""WordPress"", ""Magento""]","[""E-commerce"", ""Portfolio"", ""Healthcare""]","{""primary"": ""#e4cfba"", ""secondary"": ""#000000""}","{""thermal"": 1.0, ""also"": 1.0, ""available"": 1.0, ""fanfolded"": 1.0, ""ecoiiner"": 1.0, ""label"": 0.84, ""transfer"": 0.84, ""labels"": 0.84, ""crane"": 0.68, ""manufacturing"": 0.52}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {""E-commerce"": 1.0, ""Portfolio"": 0.5, ""Healthcare"": 0.5}, ""colors"": {""primary"": ""#e4cfba"", ""secondary"": ""#000000""}}",2026-02-04T15:50:04Z
https://beyondbarriersdating.com/,"WordPress, Magento",Unknown,"dating, beyond, barriers, find, love, disability","[""WordPress"", ""Magento""]",[],"{""primary"": ""#000000"", ""secondary"": ""#abb8c3""}","{""dating"": 1.0, ""beyond"": 0.6, ""barriers"": 0.6, ""find"": 0.6, ""love"": 0.6, ""disability"": 0.6}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {}, ""colors"": {""primary"": ""#000000"", ""secondary"": ""#abb8c3""}}",2026-02-04T15:50:08Z
https://mynontradguide.org/,"WordPress, Magento","Blog, Real Estate","private, site, build, website, sell, stuff, write, blog, much, more","[""WordPress"", ""Magento""]","[""Blog"", ""Real Estate""]","{""primary"": ""#101010"", ""secondary"": ""#000000""}","{""private"": 1.0, ""site"": 1.0, ""build"": 0.6, ""website"": 0.6, ""sell"": 0.6, ""stuff"": 0.6, ""write"": 0.6, ""blog"": 0.6, ""much"": 0.6, ""more"": 0.6}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Blog"": 1.0, ""Real Estate"": 1.0}, ""colors"": {""primary"": ""#101010"", ""secondary"": ""#000000""}}",2026-02-04T15:50:11Z
https://www.hillsoftbs.com/,"WordPress, Magento","Agency, Technology","hillsoft, solutions, business, consulting, staffing, firm, leveraging, extensive, experience, industry","[""WordPress"", ""Magento""]","[""Agency"", ""Technology""]","{""primary"": ""#ffffff"", ""secondary"": ""#191919""}","{""hillsoft"": 1.0, ""solutions"": 0.84, ""business"": 0.68, ""consulting"": 0.52, ""staffing"": 0.52, ""firm"": 0.36, ""leveraging"": 0.36, ""extensive"": 0.36, ""experience"": 0.36, ""industry"": 0.36}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {""Agency"": 1.0, ""Technology"": 0.7142857142857143}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#191919""}}",2026-02-04T15:50:13Z
https://ivynotchglobal.com/,Custom,Media,"domain, expired, website, renew, order, online, content, unavailable, fact, lose","[""Custom""]","[""Media""]","{""primary"": ""#000000"", ""secondary"": ""#e9edfb""}","{""domain"": 1.0, ""expired"": 0.54, ""website"": 0.43, ""renew"": 0.43, ""order"": 0.43, ""online"": 0.43, ""content"": 0.31, ""unavailable"": 0.31, ""fact"": 0.31, ""lose"": 0.31}","{""platform_scores"": {""Custom"": 0.5}, ""industry_scores"": {""Media"": 1.0}, ""colors"": {""primary"": ""#000000"", ""secondary"": ""#e9edfb""}}",2026-02-04T15:50:15Z
https://resetandrealign.com/,"WordPress, Magento, Shopify","Portfolio, Finance, Technology","what, life, women, reset, money, decision, matters, planner, realign, goals","[""WordPress"", ""Magento"", ""Shopify"", ""React""]","[""Portfolio"", ""Finance"", ""Technology"", ""Agency""]","{""primary"": ""#1c1e1f"", ""secondary"": ""#1b1c1d""}","{""what"": 1.0, ""life"": 0.73, ""women"": 0.56, ""reset"": 0.56, ""money"": 0.56, ""decision"": 0.56, ""matters"": 0.56, ""planner"": 0.47, ""realign"": 0.47, ""goals"": 0.47}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.625, ""Shopify"": 0.3125, ""React"": 0.3125}, ""industry_scores"": {""Portfolio"": 1.0, ""Finance"": 1.0, ""Technology"": 1.0, ""Agency"": 0.3333333333333333}, ""colors"": {""primary"": ""#1c1e1f"", ""secondary"": ""#1b1c1d""}}",2026-02-04T15:50:22Z
https://thewaltersway.com/,"WordPress, Magento, React","Agency, Media, Technology","planning, business, walters, clients, owners, strategies, advanced, taxes, approach, comprehensive","[""WordPress"", ""Magento"", ""React""]","[""Agency"", ""Media"", ""Technology"", ""Finance"", ""Healthcare""]","{""primary"": ""#ffffff"", ""secondary"": ""#32373c""}","{""planning"": 1.0, ""business"": 0.78, ""walters"": 0.64, ""clients"": 0.64, ""owners"": 0.56, ""strategies"": 0.56, ""advanced"": 0.49, ""taxes"": 0.49, ""approach"": 0.49, ""comprehensive"": 0.49}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.7142857142857142, ""React"": 0.3571428571428571}, ""industry_scores"": {""Agency"": 1.0, ""Media"": 1.0, ""Technology"": 1.0, ""Finance"": 0.5, ""Healthcare"": 0.5}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#32373c""}}",2026-02-04T15:50:25Z
https://cattleforafrica.co.za/,"WordPress, Magento","Finance, Portfolio, Marketplace","africa, cattle, livestock, quality, sourcing, recently, trading, company, specializing, south","[""WordPress"", ""Magento""]","[""Finance"", ""Portfolio"", ""Marketplace"", ""E-commerce"", ""Technology""]","{""primary"": ""#ffffff"", ""secondary"": ""#000000""}","{""africa"": 1.0, ""cattle"": 0.91, ""livestock"": 0.91, ""quality"": 0.67, ""sourcing"": 0.44, ""recently"": 0.44, ""trading"": 0.39, ""company"": 0.39, ""specializing"": 0.39, ""south"": 0.39}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {""Finance"": 1.0, ""Portfolio"": 0.5, ""Marketplace"": 0.5, ""E-commerce"": 0.25, ""Technology"": 0.25}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#000000""}}",2026-02-04T15:50:32Z
https://hsbrushworks.com/,"WordPress, Magento","Portfolio, Healthcare, Technology","painting, brushworks, county, orange, care, team, home, angeles, bernardino, riverside","[""WordPress"", ""Magento""]","[""Portfolio"", ""Healthcare"", ""Technology"", ""Community""]","{""primary"": ""#cc0000"", ""secondary"": ""#ffffff""}","{""painting"": 1.0, ""brushworks"": 0.68, ""county"": 0.6, ""orange"": 0.52, ""care"": 0.52, ""team"": 0.52, ""home"": 0.44, ""angeles"": 0.44, ""bernardino"": 0.44, ""riverside"": 0.44}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {""Portfolio"": 1.0, ""Healthcare"": 0.5, ""Technology"": 0.375, ""Community"": 0.25}, ""colors"": {""primary"": ""#cc0000"", ""secondary"": ""#ffffff""}}",2026-02-04T15:50:37Z
https://torontoautomaticdoors.com/,"WordPress, Magento, React","E-commerce, Agency","automatic, doors, toronto, accessible, door, canada, swinging, trademarks, handicap, welcome","[""WordPress"", ""Magento"", ""React""]","[""E-commerce"", ""Agency""]","{""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}","{""automatic"": 1.0, ""doors"": 1.0, ""toronto"": 0.66, ""accessible"": 0.66, ""door"": 0.66, ""canada"": 0.43, ""swinging"": 0.43, ""trademarks"": 0.43, ""handicap"": 0.31, ""welcome"": 0.31}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.7142857142857142, ""React"": 0.3571428571428571}, ""industry_scores"": {""E-commerce"": 1.0, ""Agency"": 1.0}, ""colors"": {""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}}",2026-02-04T15:50:40Z
http://www.iamjazzfestival.com/,Unknown,Unknown,,[],[],"{""primary"": null, ""secondary"": null}",{},"{""platform_scores"": {}, ""industry_scores"": {}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:50:42Z
https://lawprepwithjosh.com/,"WordPress, Magento","Blog, Agency, Education","legal, josh, cases, canadian, experience, question, understand, prep, years, best","[""WordPress"", ""Magento""]","[""Blog"", ""Agency"", ""Education"", ""Finance""]","{""primary"": ""#ffffff"", ""secondary"": ""#32373c""}","{""legal"": 1.0, ""josh"": 0.8, ""cases"": 0.8, ""canadian"": 0.8, ""experience"": 0.6, ""question"": 0.6, ""understand"": 0.6, ""prep"": 0.4, ""years"": 0.4, ""best"": 0.4}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Blog"": 1.0, ""Agency"": 1.0, ""Education"": 1.0, ""Finance"": 1.0}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#32373c""}}",2026-02-04T15:50:47Z
https://www.youngmetrics.com/,"WordPress, Magento","Marketing, Agency, Media","experience, grow, high, brands, over, expertise, lead, always, ready, effective","[""WordPress"", ""Magento""]","[""Marketing"", ""Agency"", ""Media"", ""E-commerce"", ""Marketplace""]","{""primary"": ""#e5ebff"", ""secondary"": ""#000000""}","{""experience"": 1.0, ""grow"": 1.0, ""high"": 0.73, ""brands"": 0.73, ""over"": 0.73, ""expertise"": 0.73, ""lead"": 0.73, ""always"": 0.73, ""ready"": 0.73, ""effective"": 0.73}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {""Marketing"": 1.0, ""Agency"": 0.6, ""Media"": 0.4, ""E-commerce"": 0.2, ""Marketplace"": 0.2}, ""colors"": {""primary"": ""#e5ebff"", ""secondary"": ""#000000""}}",2026-02-04T15:50:50Z
https://gethighonlifecom.blog/,"WordPress, Magento","Portfolio, Education, Technology","recovery, life, addiction, result, clients, world, experience, zimbabwe, solution, addicts","[""WordPress"", ""Magento""]","[""Portfolio"", ""Education"", ""Technology""]","{""primary"": ""#000000"", ""secondary"": ""#abb8c3""}","{""recovery"": 1.0, ""life"": 0.67, ""addiction"": 0.6, ""result"": 0.6, ""clients"": 0.6, ""world"": 0.6, ""experience"": 0.53, ""zimbabwe"": 0.47, ""solution"": 0.47, ""addicts"": 0.47}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {""Portfolio"": 1.0, ""Education"": 0.25, ""Technology"": 0.25}, ""colors"": {""primary"": ""#000000"", ""secondary"": ""#abb8c3""}}",2026-02-04T15:50:51Z
https://metamindsw.com/,Unknown,Unknown,,[],[],"{""primary"": null, ""secondary"": null}",{},"{""platform_scores"": {}, ""industry_scores"": {}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:50:56Z
https://rightnowvanservices.com/,"WordPress, Magento","Marketplace, Technology, Portfolio","right, helping, jonathan, marketplace, would, recommend, called, services, clients, like","[""WordPress"", ""Magento""]","[""Marketplace"", ""Technology"", ""Portfolio"", ""Agency""]","{""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}","{""right"": 1.0, ""helping"": 1.0, ""jonathan"": 1.0, ""marketplace"": 1.0, ""would"": 1.0, ""recommend"": 1.0, ""called"": 1.0, ""services"": 0.6, ""clients"": 0.6, ""like"": 0.6}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 1.0}, ""industry_scores"": {""Marketplace"": 1.0, ""Technology"": 0.75, ""Portfolio"": 0.25, ""Agency"": 0.25}, ""colors"": {""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}}",2026-02-04T15:51:01Z
https://ticketapp.com/,Magento,Unknown,"ticketapp, sell, more, tickets","[""Magento""]",[],"{""primary"": null, ""secondary"": null}","{""ticketapp"": 1.0, ""sell"": 0.6, ""more"": 0.6, ""tickets"": 0.6}","{""platform_scores"": {""Magento"": 0.5}, ""industry_scores"": {}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:51:03Z
https://xpressionmenswear.online/,"WordPress, Magento, React",Technology,"xpression, wear, cotton, spandex, love, clothes, sensual, polyester, fiber, absolutely","[""WordPress"", ""Magento"", ""React""]","[""Technology""]","{""primary"": ""#ffffff"", ""secondary"": ""#32373c""}","{""xpression"": 1.0, ""wear"": 1.0, ""cotton"": 0.73, ""spandex"": 0.73, ""love"": 0.73, ""clothes"": 0.73, ""sensual"": 0.73, ""polyester"": 0.47, ""fiber"": 0.47, ""absolutely"": 0.47}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.41666666666666663, ""React"": 0.41666666666666663}, ""industry_scores"": {""Technology"": 1.0}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#32373c""}}",2026-02-04T15:51:09Z
https://purespacehomeservices.com/,Unknown,Unknown,,[],[],"{""primary"": null, ""secondary"": null}",{},"{""platform_scores"": {}, ""industry_scores"": {}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:51:10Z
https://fishingglass.com/,Unknown,Unknown,,[],[],"{""primary"": null, ""secondary"": null}",{},"{""platform_scores"": {}, ""industry_scores"": {}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:51:13Z
https://cyberguard.co/,"WordPress, HubSpot CMS, Magento","Agency, Blog, Marketing","cybersecurity, cyberguard, security, team, business, essential, ally, smbs, businesses, solutions","[""WordPress"", ""HubSpot CMS"", ""Magento""]","[""Agency"", ""Blog"", ""Marketing""]","{""primary"": ""#ffffff"", ""secondary"": ""#eceff3""}","{""cybersecurity"": 1.0, ""cyberguard"": 0.7, ""security"": 0.6, ""team"": 0.5, ""business"": 0.5, ""essential"": 0.4, ""ally"": 0.4, ""smbs"": 0.4, ""businesses"": 0.4, ""solutions"": 0.4}","{""platform_scores"": {""WordPress"": 1.0, ""HubSpot CMS"": 0.7142857142857142, ""Magento"": 0.3571428571428571}, ""industry_scores"": {""Agency"": 1.0, ""Blog"": 0.2, ""Marketing"": 0.2}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#eceff3""}}",2026-02-04T15:51:18Z
https://socialpresence.io/,Unknown,Unknown,,[],[],"{""primary"": null, ""secondary"": null}",{},"{""platform_scores"": {}, ""industry_scores"": {}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:51:27Z
https://rosemyer.com/,Custom,Unknown,,"[""Custom""]",[],"{""primary"": null, ""secondary"": null}",{},"{""platform_scores"": {""Custom"": 0.5}, ""industry_scores"": {}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:51:30Z
https://drywallcompany.ca/,"WordPress, Magento","Agency, Portfolio, Healthcare","project, space, every, drywallcompany, wall, company, existing, ensure, standards, team","[""WordPress"", ""Magento""]","[""Agency"", ""Portfolio"", ""Healthcare"", ""Technology""]","{""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}","{""project"": 1.0, ""space"": 0.84, ""every"": 0.84, ""drywallcompany"": 0.68, ""wall"": 0.52, ""company"": 0.52, ""existing"": 0.52, ""ensure"": 0.52, ""standards"": 0.52, ""team"": 0.52}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Agency"": 1.0, ""Portfolio"": 0.5, ""Healthcare"": 0.5, ""Technology"": 0.5}, ""colors"": {""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}}",2026-02-04T15:51:36Z
https://betodders.com/,"Wix, React, WordPress","Technology, Fitness","betting, winning, free, bets, need, game, profits, unit, size, formula","[""Wix"", ""React"", ""WordPress"", ""Magento"", ""Vue""]","[""Technology"", ""Fitness""]","{""primary"": ""#4bd35a"", ""secondary"": ""#5f6360""}","{""betting"": 1.0, ""winning"": 0.6, ""free"": 0.6, ""bets"": 0.6, ""need"": 0.6, ""game"": 0.6, ""profits"": 0.6, ""unit"": 0.6, ""size"": 0.6, ""formula"": 0.47}","{""platform_scores"": {""Wix"": 0.7142857142857142, ""React"": 0.7142857142857142, ""WordPress"": 0.3571428571428571, ""Magento"": 0.3571428571428571, ""Vue"": 0.3571428571428571}, ""industry_scores"": {""Technology"": 1.0, ""Fitness"": 0.42857142857142855}, ""colors"": {""primary"": ""#4bd35a"", ""secondary"": ""#5f6360""}}",2026-02-04T15:51:39Z
https://powercoupleservice.com/,"WordPress, Magento",Unknown,"ogden, utah, 6135, 6043, home, power, couple, service, pwrcpl, gmail","[""WordPress"", ""Magento""]",[],"{""primary"": ""#ffffff"", ""secondary"": ""#32373c""}","{""ogden"": 1.0, ""utah"": 1.0, ""6135"": 1.0, ""6043"": 1.0, ""home"": 0.6, ""power"": 0.6, ""couple"": 0.6, ""service"": 0.6, ""pwrcpl"": 0.6, ""gmail"": 0.6}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#32373c""}}",2026-02-04T15:51:42Z
https://www.landscapeshop.com.au/,"WordPress, Magento, React",E-commerce,"landscape, supplies, brisbane, gold, coast, shop, bulk, quality, beyond, expert","[""WordPress"", ""Magento"", ""React""]","[""E-commerce""]","{""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}","{""landscape"": 1.0, ""supplies"": 0.6, ""brisbane"": 0.6, ""gold"": 0.6, ""coast"": 0.6, ""shop"": 0.6, ""bulk"": 0.4, ""quality"": 0.4, ""beyond"": 0.4, ""expert"": 0.4}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.41666666666666663, ""React"": 0.41666666666666663}, ""industry_scores"": {""E-commerce"": 1.0}, ""colors"": {""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}}",2026-02-04T15:51:48Z
https://emilybrewin.com/,"WordPress, Magento",Unknown,"home, emily, brewin, gritty, moving, novel, vulnerable, young, woman, scapacity","[""WordPress"", ""Magento""]",[],"{""primary"": ""#ffffff"", ""secondary"": ""#808285""}","{""home"": 1.0, ""emily"": 1.0, ""brewin"": 1.0, ""gritty"": 1.0, ""moving"": 1.0, ""novel"": 1.0, ""vulnerable"": 1.0, ""young"": 1.0, ""woman"": 1.0, ""scapacity"": 1.0}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#808285""}}",2026-02-04T15:51:50Z
https://eliteindustriesmke.com/,Unknown,Unknown,,[],[],"{""primary"": null, ""secondary"": null}",{},"{""platform_scores"": {}, ""industry_scores"": {}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:51:52Z
https://wearehopecity.cc/,"WordPress, Magento",Unknown,"hope, city, church, home, gateway, blvd, suite, savannah, 31419, 2025","[""WordPress"", ""Magento""]",[],"{""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}","{""hope"": 1.0, ""city"": 1.0, ""church"": 1.0, ""home"": 0.6, ""gateway"": 0.6, ""blvd"": 0.6, ""suite"": 0.6, ""savannah"": 0.6, ""31419"": 0.6, ""2025"": 0.6}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {}, ""colors"": {""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}}",2026-02-04T15:51:55Z
https://medicores.com/,Custom,Unknown,,"[""Custom""]",[],"{""primary"": null, ""secondary"": null}",{},"{""platform_scores"": {""Custom"": 0.5}, ""industry_scores"": {}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:51:57Z
https://marysoljames.com/,Magento,"Technology, E-commerce","qris, langsung, rebelbet77, deposit, cashback, pemain, dengan, melalui, untuk, yang","[""Magento""]","[""Technology"", ""E-commerce""]","{""primary"": ""#0143cf"", ""secondary"": ""#74c0fc""}","{""qris"": 1.0, ""langsung"": 0.89, ""rebelbet77"": 0.77, ""deposit"": 0.77, ""cashback"": 0.77, ""pemain"": 0.77, ""dengan"": 0.66, ""melalui"": 0.66, ""untuk"": 0.66, ""yang"": 0.66}","{""platform_scores"": {""Magento"": 0.5}, ""industry_scores"": {""Technology"": 1.0, ""E-commerce"": 0.2}, ""colors"": {""primary"": ""#0143cf"", ""secondary"": ""#74c0fc""}}",2026-02-04T15:51:59Z
https://drhemadivakar.com/,"WordPress, Magento",Healthcare,"health, india, healthcare, hema, divakar, emerging, major, economic, power, enjoy","[""WordPress"", ""Magento""]","[""Healthcare""]","{""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}","{""health"": 1.0, ""india"": 1.0, ""healthcare"": 1.0, ""hema"": 0.73, ""divakar"": 0.73, ""emerging"": 0.73, ""major"": 0.73, ""economic"": 0.73, ""power"": 0.73, ""enjoy"": 0.73}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Healthcare"": 1.0}, ""colors"": {""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}}",2026-02-04T15:52:02Z
https://galaxyeducationservices.co.uk,"WordPress, Magento","Education, Agency, Finance","galaxy, education, services, university, courses, provide, guidance, help, best, admission","[""WordPress"", ""Magento""]","[""Education"", ""Agency"", ""Finance""]","{""primary"": ""#ffd32b"", ""secondary"": ""#ffc000""}","{""galaxy"": 1.0, ""education"": 1.0, ""services"": 1.0, ""university"": 1.0, ""courses"": 0.73, ""provide"": 0.73, ""guidance"": 0.73, ""help"": 0.73, ""best"": 0.73, ""admission"": 0.73}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Education"": 1.0, ""Agency"": 0.3333333333333333, ""Finance"": 0.2222222222222222}, ""colors"": {""primary"": ""#ffd32b"", ""secondary"": ""#ffc000""}}",2026-02-04T15:52:07Z
https://hbboutique.shop/,"Magento, Next.js, React","Healthcare, E-commerce, Community","designed, collection, nail, beauty, modern, discover, care, boutique, pieces, style","[""Magento"", ""Next.js"", ""React""]","[""Healthcare"", ""E-commerce"", ""Community""]","{""primary"": ""#ffffff"", ""secondary"": null}","{""designed"": 1.0, ""collection"": 1.0, ""nail"": 1.0, ""beauty"": 0.8, ""modern"": 0.8, ""discover"": 0.8, ""care"": 0.8, ""boutique"": 0.6, ""pieces"": 0.6, ""style"": 0.6}","{""platform_scores"": {""Magento"": 0.5, ""Next.js"": 0.5, ""React"": 0.5}, ""industry_scores"": {""Healthcare"": 1.0, ""E-commerce"": 0.4, ""Community"": 0.2}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": null}}",2026-02-04T15:52:11Z
https://spicemasterz.com/,"WordPress, Magento, React","Finance, Travel","spice, masterz, gateway, culinary, excellence, booking, seamless, payments","[""WordPress"", ""Magento"", ""React""]","[""Finance"", ""Travel""]","{""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}","{""spice"": 1.0, ""masterz"": 1.0, ""gateway"": 1.0, ""culinary"": 1.0, ""excellence"": 1.0, ""booking"": 1.0, ""seamless"": 1.0, ""payments"": 1.0}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.7142857142857142, ""React"": 0.3571428571428571}, ""industry_scores"": {""Finance"": 1.0, ""Travel"": 1.0}, ""colors"": {""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}}",2026-02-04T15:52:16Z
https://galaxyeducationservices.co.uk,"WordPress, Magento","Education, Agency, Finance","galaxy, education, services, university, courses, provide, guidance, help, best, admission","[""WordPress"", ""Magento""]","[""Education"", ""Agency"", ""Finance""]","{""primary"": ""#ffd32b"", ""secondary"": ""#ffc000""}","{""galaxy"": 1.0, ""education"": 1.0, ""services"": 1.0, ""university"": 1.0, ""courses"": 0.73, ""provide"": 0.73, ""guidance"": 0.73, ""help"": 0.73, ""best"": 0.73, ""admission"": 0.73}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Education"": 1.0, ""Agency"": 0.3333333333333333, ""Finance"": 0.2222222222222222}, ""colors"": {""primary"": ""#ffd32b"", ""secondary"": ""#ffc000""}}",2026-02-04T15:52:20Z
https://hbboutique.shop/,"Magento, Next.js, React","Healthcare, E-commerce, Community","designed, collection, nail, beauty, modern, discover, care, boutique, pieces, style","[""Magento"", ""Next.js"", ""React""]","[""Healthcare"", ""E-commerce"", ""Community""]","{""primary"": ""#ffffff"", ""secondary"": null}","{""designed"": 1.0, ""collection"": 1.0, ""nail"": 1.0, ""beauty"": 0.8, ""modern"": 0.8, ""discover"": 0.8, ""care"": 0.8, ""boutique"": 0.6, ""pieces"": 0.6, ""style"": 0.6}","{""platform_scores"": {""Magento"": 0.5, ""Next.js"": 0.5, ""React"": 0.5}, ""industry_scores"": {""Healthcare"": 1.0, ""E-commerce"": 0.4, ""Community"": 0.2}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": null}}",2026-02-04T15:52:24Z
https://spicemasterz.com/,"WordPress, Magento, React","Finance, Travel","spice, masterz, gateway, culinary, excellence, booking, seamless, payments","[""WordPress"", ""Magento"", ""React""]","[""Finance"", ""Travel""]","{""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}","{""spice"": 1.0, ""masterz"": 1.0, ""gateway"": 1.0, ""culinary"": 1.0, ""excellence"": 1.0, ""booking"": 1.0, ""seamless"": 1.0, ""payments"": 1.0}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.7142857142857142, ""React"": 0.3571428571428571}, ""industry_scores"": {""Finance"": 1.0, ""Travel"": 1.0}, ""colors"": {""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}}",2026-02-04T15:52:28Z
http://tiqarte.com/,"WordPress, Magento, Vue",Unknown,tiqarte,"[""WordPress"", ""Magento"", ""Vue""]",[],"{""primary"": ""#000000"", ""secondary"": ""#eceff3""}","{""tiqarte"": 1.0}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.41666666666666663, ""Vue"": 0.41666666666666663}, ""industry_scores"": {}, ""colors"": {""primary"": ""#000000"", ""secondary"": ""#eceff3""}}",2026-02-04T15:52:32Z
